carId	trackId	trackLength	lapIndex	lapNum	lapFlag	binIndex	validBin	lap_time	world_position_X	world_position_Y	world_position_Z	world_right_X	world_right_Y	world_right_Z	velocity_X	velocity_Y	velocity_Z	gforce_Y	race_position	throttle	brake	steering	gear	rpm
My Team	Shanghai	5441	0	0	0	5286	1	97.222	-253.111	295.76	-1.42141	0.293701	-0.955406	0.0300608	59.6171	-0.232323	-0.278869	-0.808858	15	1	0	0.0240562	5	10933
My Team	Shanghai	5441	0	0	0	5287	1	97.239	-252.162	296.054	-1.42896	0.291951	-0.955945	0.0298777	59.6118	-0.227139	-0.321288	-0.792996	15	1	0	0.0243562	6	10794
My Team	Shanghai	5441	0	0	0	5288	1	97.256	-251.212	296.349	-1.43651	0.290201	-0.956481	0.0296945	59.6065	-0.221954	-0.363707	-0.679589	15	1	0	0.0246562	6	10655
My Team	Shanghai	5441	0	0	0	5289	1	97.2727	-250.258	296.639	-1.44532	0.288249	-0.957075	0.0294505	59.7583	-0.23669	-0.285478	-0.69267	15	1	0	0.0245231	6	10552.7
My Team	Shanghai	5441	0	0	0	5290	1	97.2893	-249.303	296.929	-1.45413	0.286295	-0.957665	0.0292063	59.91	-0.251425	-0.207249	-0.686394	15	1	0	0.02439	6	10450.3
My Team	Shanghai	5441	0	0	0	5291	1	97.306	-248.349	297.219	-1.46293	0.284341	-0.958251	0.0289621	60.0616	-0.26616	-0.12902	-0.672113	15	1	0	0.0242569	6	10348
My Team	Shanghai	5441	0	0	0	5292	1	97.3227	-247.384	297.507	-1.47394	0.282419	-0.958824	0.0290843	60.2176	-0.270807	-0.109599	-0.69232	15	1	0	0.0241522	6	10247.3
My Team	Shanghai	5441	0	0	0	5293	1	97.3393	-246.419	297.794	-1.48495	0.280497	-0.959394	0.0292063	60.3737	-0.275453	-0.0901776	-0.708248	15	1	0	0.0240475	6	10146.7
My Team	Shanghai	5441	0	0	0	5294	1	97.356	-245.454	298.082	-1.49597	0.278573	-0.95996	0.0293283	60.5297	-0.2801	-0.0707566	-0.719258	15	1	0	0.0239427	6	10046
My Team	Shanghai	5441	0	0	0	5295	1	97.3727	-244.481	298.365	-1.50732	0.276702	-0.960503	0.0292674	60.6801	-0.279519	-0.0846452	-0.718297	15	1	0	0.0235205	6	9970.67
My Team	Shanghai	5441	0	0	0	5296	1	97.3893	-243.508	298.649	-1.51867	0.27483	-0.961042	0.0292063	60.8305	-0.278939	-0.0985338	-0.716986	15	1	0	0.0230982	6	9895.33
My Team	Shanghai	5441	0	0	0	5297	1	97.406	-242.534	298.933	-1.53002	0.272958	-0.961577	0.0291452	60.9809	-0.278358	-0.112422	-0.715287	15	1	0	0.022676	6	9820
My Team	Shanghai	5441	0	0	0	5298	1	97.4227	-241.553	299.213	-1.54132	0.271239	-0.962069	0.0288096	61.1089	-0.275695	-0.133006	-0.696758	15	1	0	0.0219264	6	9842
My Team	Shanghai	5441	0	0	0	5299	1	97.4393	-240.572	299.492	-1.55263	0.26952	-0.962557	0.0284739	61.2368	-0.273031	-0.153589	-0.677161	15	1	0	0.0211768	6	9864
My Team	Shanghai	5441	0	0	0	5300	1	97.456	-239.591	299.772	-1.56393	0.2678	-0.963042	0.0281381	61.3647	-0.270368	-0.174172	-0.656352	15	1	0	0.0204272	6	9886
My Team	Shanghai	5441	0	0	0	5301	1	97.4727	-238.601	300.049	-1.57595	0.266224	-0.963482	0.027955	61.4949	-0.267237	-0.183196	-0.645475	15	1	0	0.01986	6	9909
My Team	Shanghai	5441	0	0	0	5302	1	97.4893	-237.611	300.326	-1.58797	0.264647	-0.96392	0.0277719	61.6251	-0.264106	-0.19222	-0.634261	15	1	0	0.0192929	6	9932
My Team	Shanghai	5441	0	0	0	5303	1	97.506	-236.621	300.603	-1.6	0.26307	-0.964354	0.0275887	61.7553	-0.260974	-0.201245	-0.622727	15	1	0	0.0187257	6	9955
My Team	Shanghai	5441	0	0	0	5304	1	97.5227	-235.624	300.876	-1.61256	0.261605	-0.964753	0.0275074	61.8887	-0.257443	-0.205955	-0.608721	15	1	0	0.0181285	6	9976.33
My Team	Shanghai	5441	0	0	0	5305	1	97.5393	-234.627	301.15	-1.62512	0.26014	-0.96515	0.027426	62.0221	-0.253912	-0.210665	-0.594557	15	1	0	0.0175313	6	9997.67
My Team	Shanghai	5441	0	0	0	5306	1	97.556	-233.63	301.423	-1.63768	0.258675	-0.965545	0.0273446	62.1555	-0.25038	-0.215375	-0.580242	15	1	0	0.0169341	6	10019
My Team	Shanghai	5441	0	0	0	5307	1	97.5727	-232.625	301.694	-1.65021	0.257322	-0.965903	0.0275786	62.2898	-0.24501	-0.235069	-0.572558	15	1	0	0.0168624	6	10039.3
My Team	Shanghai	5441	0	0	0	5308	1	97.5893	-231.62	301.964	-1.66275	0.255969	-0.966259	0.0278126	62.424	-0.239641	-0.254763	-0.564656	15	1	0	0.0167907	6	10059.7
My Team	Shanghai	5441	0	0	0	5309	1	97.606	-230.615	302.235	-1.67528	0.254616	-0.966613	0.0280465	62.5583	-0.234271	-0.274456	-0.556532	15	1	0	0.0167189	6	10080
My Team	Shanghai	5441	0	0	0	5310	1	97.6227	-229.604	302.503	-1.68817	0.253284	-0.96696	0.0282398	62.6884	-0.233687	-0.267153	-0.548135	15	1	0	0.0166685	6	10107.3
My Team	Shanghai	5441	0	0	0	5311	1	97.6393	-228.593	302.77	-1.70106	0.251951	-0.967306	0.0284331	62.8186	-0.233103	-0.25985	-0.536991	15	1	0	0.016618	6	10134.7
My Team	Shanghai	5441	0	0	0	5312	1	97.656	-227.581	303.038	-1.71395	0.250618	-0.96765	0.0286264	62.9487	-0.232519	-0.252548	-0.523282	15	1	0	0.0165675	6	10162
My Team	Shanghai	5441	0	0	0	5313	1	97.6727	-226.561	303.303	-1.72828	0.249276	-0.967998	0.0285654	63.0813	-0.233402	-0.248913	-0.526521	15	1	0	0.0165123	6	10179.7
My Team	Shanghai	5441	0	0	0	5314	1	97.6893	-225.542	303.569	-1.74261	0.247933	-0.968344	0.0285043	63.2138	-0.234285	-0.245278	-0.529224	15	1	0	0.0164572	6	10197.3
My Team	Shanghai	5441	0	0	0	5315	1	97.706	-224.522	303.834	-1.75694	0.24659	-0.968688	0.0284433	63.3464	-0.235168	-0.241644	-0.531372	15	1	0	0.016402	6	10215
My Team	Shanghai	5441	0	0	0	5316	1	97.7185	-223.751	304.031	-1.76855	0.24559	-0.968941	0.0283441	63.4415	-0.236609	-0.23658	-0.530407	15	1	0	0.0163751	6	10235
My Team	Shanghai	5441	0	0	0	5317	1	97.731	-222.981	304.228	-1.78015	0.244591	-0.969194	0.0282449	63.5367	-0.23805	-0.231516	-0.525713	15	1	0	0.0163482	6	10255
My Team	Shanghai	5441	0	0	0	5318	1	97.7435	-222.21	304.426	-1.79176	0.243591	-0.969445	0.0281457	63.6319	-0.239492	-0.226452	-0.517453	15	1	0	0.0163213	6	10275
My Team	Shanghai	5441	0	0	0	5319	1	97.756	-221.439	304.623	-1.80336	0.242592	-0.969695	0.0280465	63.7271	-0.240933	-0.221388	-0.505995	15	1	0	0.0162943	6	10295
My Team	Shanghai	5441	0	0	0	5320	1	97.7727	-220.405	304.883	-1.8206	0.241219	-0.970043	0.0279957	63.8586	-0.242319	-0.216812	-0.539873	15	1	0	0.0163164	6	10305.3
My Team	Shanghai	5441	0	0	0	5321	1	97.7893	-219.371	305.143	-1.83785	0.239845	-0.970389	0.0279448	63.9901	-0.243705	-0.212237	-0.559025	15	1	0	0.0163384	6	10315.7
My Team	Shanghai	5441	0	0	0	5322	1	97.806	-218.338	305.402	-1.85509	0.238472	-0.970733	0.0278939	64.1216	-0.245091	-0.207662	-0.561822	15	1	0	0.0163604	6	10326
My Team	Shanghai	5441	0	0	0	5323	1	97.8227	-217.296	305.66	-1.87171	0.237109	-0.97107	0.0278736	64.2502	-0.243375	-0.192905	-0.562061	15	1	0	0.0161603	6	10340
My Team	Shanghai	5441	0	0	0	5324	1	97.8393	-216.254	305.917	-1.88833	0.235746	-0.971406	0.0278533	64.3788	-0.241659	-0.178147	-0.560728	15	1	0	0.0159602	6	10354
My Team	Shanghai	5441	0	0	0	5325	1	97.856	-215.212	306.174	-1.90495	0.234382	-0.97174	0.0278329	64.5074	-0.239944	-0.16339	-0.557804	15	1	0	0.0157601	6	10368
My Team	Shanghai	5441	0	0	0	5326	1	97.8727	-214.163	306.428	-1.91993	0.233121	-0.972047	0.0276702	64.6338	-0.236925	-0.156022	-0.543071	15	1	0	0.015022	6	10386
My Team	Shanghai	5441	0	0	0	5327	1	97.8893	-213.114	306.683	-1.93491	0.23186	-0.972352	0.0275074	64.7602	-0.233907	-0.148653	-0.52817	15	1	0	0.0142838	6	10404
My Team	Shanghai	5441	0	0	0	5328	1	97.906	-212.064	306.937	-1.94989	0.230598	-0.972655	0.0273446	64.8867	-0.230888	-0.141285	-0.513099	15	1	0	0.0135456	6	10422
My Team	Shanghai	5441	0	0	0	5329	1	97.9227	-211.009	307.189	-1.9634	0.22955	-0.972901	0.0272938	65.0102	-0.224923	-0.170487	-0.489033	15	1	0	0.0124422	6	10444.3
My Team	Shanghai	5441	0	0	0	5330	1	97.9393	-209.953	307.441	-1.97691	0.228503	-0.973145	0.0272429	65.1337	-0.218958	-0.199688	-0.464633	15	1	0	0.0113387	6	10466.7
My Team	Shanghai	5441	0	0	0	5331	1	97.956	-208.897	307.693	-1.99042	0.227454	-0.973388	0.027192	65.2571	-0.212992	-0.22889	-0.439898	15	1	0	0.0102353	6	10489
My Team	Shanghai	5441	0	0	0	5332	1	97.9685	-208.099	307.88	-2.00037	0.226852	-0.973534	0.0270013	65.3479	-0.207435	-0.229156	-0.420282	15	1	0	0.00944011	6	10508.5
My Team	Shanghai	5441	0	0	0	5333	1	97.981	-207.302	308.068	-2.01031	0.226249	-0.973679	0.0268105	65.4386	-0.201878	-0.229422	-0.39752	15	1	0	0.00864494	6	10528
My Team	Shanghai	5441	0	0	0	5334	1	97.9935	-206.504	308.255	-2.02026	0.225646	-0.973823	0.0266198	65.5294	-0.196321	-0.229687	-0.37186	15	1	0	0.00784977	6	10547.5
My Team	Shanghai	5441	0	0	0	5335	1	98.006	-205.706	308.443	-2.0302	0.225043	-0.973968	0.026429	65.6201	-0.190764	-0.229953	-0.343765	15	1	0	0.0070546	6	10567
My Team	Shanghai	5441	0	0	0	5336	1	98.0227	-204.638	308.691	-2.04448	0.224484	-0.974111	0.0259814	65.7431	-0.180332	-0.224198	-0.318447	15	1	0	0.00615222	6	10583
My Team	Shanghai	5441	0	0	0	5337	1	98.0393	-203.569	308.94	-2.05876	0.223925	-0.974253	0.0255338	65.866	-0.169901	-0.218444	-0.292376	15	1	0	0.00524983	6	10599
My Team	Shanghai	5441	0	0	0	5338	1	98.056	-202.501	309.188	-2.07304	0.223365	-0.974395	0.0250862	65.9889	-0.15947	-0.212689	-0.265661	15	1	0	0.00434745	6	10615
My Team	Shanghai	5441	0	0	0	5339	1	98.0727	-201.425	309.436	-2.08786	0.223029	-0.974487	0.0244657	66.1107	-0.146998	-0.218095	-0.238611	15	1	0	0.00358605	6	10630.3
My Team	Shanghai	5441	0	0	0	5340	1	98.0893	-200.349	309.684	-2.10268	0.222694	-0.974579	0.0238451	66.2326	-0.134527	-0.223501	-0.21088	15	1	0	0.00282464	6	10645.7
My Team	Shanghai	5441	0	0	0	5341	1	98.106	-199.273	309.932	-2.11749	0.222358	-0.97467	0.0232246	66.3544	-0.122055	-0.228907	-0.182633	15	1	0	0.00206324	6	10661
My Team	Shanghai	5441	0	0	0	5342	1	98.1185	-198.462	310.118	-2.12885	0.222251	-0.974708	0.0226753	66.4422	-0.113335	-0.235944	-0.162539	15	1	0	0.00154743	6	10677.8
My Team	Shanghai	5441	0	0	0	5343	1	98.131	-197.65	310.304	-2.14022	0.222144	-0.974747	0.0221259	66.5299	-0.104615	-0.242981	-0.141883	15	1	0	0.00103162	6	10694.5
My Team	Shanghai	5441	0	0	0	5344	1	98.1435	-196.839	310.49	-2.15158	0.222038	-0.974785	0.0215766	66.6176	-0.0958951	-0.250017	-0.120807	15	1	0	0.00051581	6	10711.2
My Team	Shanghai	5441	0	0	0	5345	1	98.156	-196.027	310.676	-2.16294	0.221931	-0.974822	0.0210273	66.7054	-0.0871751	-0.257054	-0.0994785	15	1	0	-0	6	10728
My Team	Shanghai	5441	0	0	0	5346	1	98.173	-194.939	310.924	-2.17881	0.22192	-0.974833	0.0205288	66.8227	-0.0764014	-0.248194	-0.0855323	15	1	0	0	6	10743.7
My Team	Shanghai	5441	0	0	0	5347	1	98.19	-193.85	311.173	-2.19468	0.22191	-0.974843	0.0200303	66.94	-0.0656276	-0.239335	-0.0714566	15	1	0	0	6	10759.3
My Team	Shanghai	5441	0	0	0	5348	1	98.207	-192.761	311.422	-2.21055	0.2219	-0.974853	0.0195318	67.0574	-0.0548539	-0.230475	-0.0573037	15	1	0	-0	6	10775
My Team	Shanghai	5441	0	0	0	5349	1	98.2237	-191.667	311.671	-2.22682	0.22191	-0.974863	0.0190944	67.1723	-0.0481629	-0.222664	-0.047784	15	1	0	0	6	10791.3
My Team	Shanghai	5441	0	0	0	5350	1	98.2403	-190.572	311.921	-2.24309	0.22192	-0.974873	0.018657	67.2872	-0.041472	-0.214852	-0.0382368	15	1	0	0	6	10807.7
My Team	Shanghai	5441	0	0	0	5351	1	98.257	-189.478	312.171	-2.25936	0.221931	-0.974883	0.0182196	67.4021	-0.034781	-0.207041	-0.0286749	15	1	0	-0	6	10824
My Team	Shanghai	5441	0	0	0	5352	1	98.2695	-188.654	312.358	-2.27195	0.221931	-0.974891	0.0177847	67.4859	-0.0326306	-0.198478	-0.0245634	15	1	0	0	6	10839.2
My Team	Shanghai	5441	0	0	0	5353	1	98.282	-187.831	312.546	-2.28454	0.221931	-0.974899	0.0173498	67.5696	-0.0304802	-0.189915	-0.0204016	15	1	0	0	6	10854.5
My Team	Shanghai	5441	0	0	0	5354	1	98.2945	-187.007	312.734	-2.29714	0.221931	-0.974907	0.0169149	67.6533	-0.0283298	-0.181352	-0.0162091	15	1	0	0	6	10869.8
My Team	Shanghai	5441	0	0	0	5355	1	98.307	-186.184	312.921	-2.30973	0.221931	-0.974914	0.01648	67.737	-0.0261794	-0.172789	-0.0120053	15	1	0	-0	6	10885
My Team	Shanghai	5441	0	0	0	5356	1	98.3237	-185.078	313.173	-2.32656	0.22192	-0.974924	0.0160527	67.8506	-0.0248147	-0.165553	-0.0120799	15	1	0	0	6	10894.7
My Team	Shanghai	5441	0	0	0	5357	1	98.3403	-183.972	313.425	-2.34339	0.22191	-0.974934	0.0156255	67.9641	-0.02345	-0.158316	-0.0118901	15	1	0	0	6	10904.3
My Team	Shanghai	5441	0	0	0	5358	1	98.357	-182.867	313.677	-2.36021	0.2219	-0.974944	0.0151982	68.0776	-0.0220853	-0.15108	-0.0114483	15	1	0	-0	6	10914
My Team	Shanghai	5441	0	0	0	5359	1	98.3695	-182.034	313.866	-2.37146	0.2219	-0.974944	0.0150304	68.16	-0.021405	-0.147341	-0.0106135	15	1	0	0	6	10926.2
My Team	Shanghai	5441	0	0	0	5360	1	98.382	-181.201	314.056	-2.38271	0.2219	-0.974944	0.0148625	68.2424	-0.0207248	-0.143602	-0.00977872	15	1	0	0	6	10938.5
My Team	Shanghai	5441	0	0	0	5361	1	98.3945	-180.369	314.245	-2.39396	0.2219	-0.974944	0.0146947	68.3247	-0.0200445	-0.139863	-0.0089439	15	1	0	0	6	10950.8
My Team	Shanghai	5441	0	0	0	5362	1	98.407	-179.536	314.435	-2.40521	0.2219	-0.974944	0.0145268	68.4071	-0.0193643	-0.136124	-0.00810906	15	1	0	-0	6	10963
My Team	Shanghai	5441	0	0	0	5363	1	98.4237	-178.421	314.689	-2.41886	0.2219	-0.974944	0.0146387	68.5143	-0.0178605	-0.153592	-0.0062605	15	1	0	0	6	10982.3
My Team	Shanghai	5441	0	0	0	5364	1	98.4403	-177.306	314.943	-2.43251	0.2219	-0.974944	0.0147506	68.6215	-0.0163567	-0.171061	-0.00437642	15	1	0	0	6	11001.7
My Team	Shanghai	5441	0	0	0	5365	1	98.457	-176.191	315.197	-2.44616	0.2219	-0.974944	0.0148625	68.7287	-0.0148529	-0.188529	-0.00247955	15	1	0	-0	6	11021
My Team	Shanghai	5441	0	0	0	5366	1	98.4737	-175.07	315.452	-2.45948	0.221931	-0.974924	0.0154119	68.8343	-0.0126671	-0.193965	-0.00241092	15	1	0	0	6	11039
My Team	Shanghai	5441	0	0	0	5367	1	98.4903	-173.949	315.707	-2.47279	0.221961	-0.974904	0.0159612	68.9399	-0.0104814	-0.199401	-0.0023404	15	1	0	0	6	11057
My Team	Shanghai	5441	0	0	0	5368	1	98.507	-172.828	315.962	-2.48611	0.221992	-0.974883	0.0165105	69.0455	-0.00829559	-0.204836	-0.00226817	15	1	0	-0	6	11075
My Team	Shanghai	5441	0	0	0	5369	1	98.5195	-171.984	316.155	-2.496	0.222007	-0.974883	0.0165105	69.1244	-0.00792539	-0.200359	-0.000175648	15	1	0	0	6	11085.8
My Team	Shanghai	5441	0	0	0	5370	1	98.532	-171.139	316.347	-2.5059	0.222022	-0.974883	0.0165105	69.2032	-0.00755519	-0.195882	0.0019188	15	1	0	0	6	11096.5
My Team	Shanghai	5441	0	0	0	5371	1	98.5445	-170.295	316.539	-2.51579	0.222037	-0.974883	0.0165105	69.282	-0.00718499	-0.191404	0.00401242	15	1	0	0	6	11107.2
My Team	Shanghai	5441	0	0	0	5372	1	98.557	-169.451	316.731	-2.52569	0.222053	-0.974883	0.0165105	69.3608	-0.0068148	-0.186927	0.00610237	15	1	0	-0	6	11118
My Team	Shanghai	5441	0	0	0	5373	1	98.5737	-168.32	316.989	-2.53858	0.222063	-0.974883	0.0163986	69.4638	-0.00723982	-0.188012	0.00654089	15	1	0	0	6	11133.7
My Team	Shanghai	5441	0	0	0	5374	1	98.5903	-167.189	317.246	-2.55147	0.222073	-0.974883	0.0162867	69.5668	-0.00766483	-0.189097	0.0069793	15	1	0	0	6	11149.3
My Team	Shanghai	5441	0	0	0	5375	1	98.607	-166.059	317.504	-2.56436	0.222083	-0.974883	0.0161748	69.6699	-0.00808985	-0.190181	0.00741759	15	1	0	-0	6	11165
My Team	Shanghai	5441	0	0	0	5376	1	98.6195	-165.206	317.698	-2.57398	0.222076	-0.974883	0.0159688	69.7453	-0.00882891	-0.196137	0.00677678	15	1	0	0	6	11177.8
My Team	Shanghai	5441	0	0	0	5377	1	98.632	-164.354	317.892	-2.58361	0.222068	-0.974883	0.0157628	69.8208	-0.00956797	-0.202092	0.00613181	15	1	0	0	6	11190.5
My Team	Shanghai	5441	0	0	0	5378	1	98.6445	-163.502	318.086	-2.59323	0.22206	-0.974883	0.0155568	69.8962	-0.010307	-0.208048	0.00548359	15	1	0	0	6	11203.2
My Team	Shanghai	5441	0	0	0	5379	1	98.657	-162.649	318.28	-2.60286	0.222053	-0.974883	0.0153508	69.9717	-0.0110461	-0.214004	0.00483307	15	1	0	-0	6	11216
My Team	Shanghai	5441	0	0	0	5380	1	98.6737	-161.51	318.54	-2.61563	0.222043	-0.974894	0.0150151	70.0712	-0.0119716	-0.216312	0.0030809	15	1	0	0	6	11229.3
My Team	Shanghai	5441	0	0	0	5381	1	98.6903	-160.37	318.799	-2.62841	0.222032	-0.974904	0.0146794	70.1707	-0.012897	-0.218619	0.00132299	15	1	0	0	6	11242.7
My Team	Shanghai	5441	0	0	0	5382	1	98.707	-159.23	319.059	-2.64119	0.222022	-0.974914	0.0143437	70.2702	-0.0138225	-0.220927	-0.000434443	15	1	0	-0	6	11256
My Team	Shanghai	5441	0	0	0	5383	1	98.7195	-158.371	319.255	-2.65062	0.222015	-0.974922	0.0140843	70.3428	-0.0143188	-0.218457	-0.00115068	15	1	0	0	6	11268.5
My Team	Shanghai	5441	0	0	0	5384	1	98.732	-157.511	319.451	-2.66006	0.222007	-0.974929	0.0138249	70.4153	-0.0148152	-0.215987	-0.00186709	15	1	0	0	6	11281
My Team	Shanghai	5441	0	0	0	5385	1	98.7445	-156.651	319.647	-2.66949	0.221999	-0.974937	0.0135655	70.4879	-0.0153116	-0.213517	-0.0025825	15	1	0	0	6	11293.5
My Team	Shanghai	5441	0	0	0	5386	1	98.757	-155.792	319.842	-2.67893	0.221992	-0.974944	0.0133061	70.5605	-0.0158079	-0.211047	-0.00329571	15	1	0	-0	6	11306
My Team	Shanghai	5441	0	0	0	5387	1	98.7737	-154.642	320.104	-2.69117	0.221981	-0.974944	0.0130924	70.658	-0.0157564	-0.196933	-0.00326384	15	1	0	0	6	11315.3
My Team	Shanghai	5441	0	0	0	5388	1	98.7903	-153.491	320.366	-2.7034	0.221971	-0.974944	0.0128788	70.7555	-0.015705	-0.182819	-0.0031119	15	1	0	0	6	11324.7
My Team	Shanghai	5441	0	0	0	5389	1	98.807	-152.341	320.628	-2.71564	0.221961	-0.974944	0.0126652	70.853	-0.0156535	-0.168705	-0.00288469	15	1	0	-0	6	11334
My Team	Shanghai	5441	0	0	0	5390	1	98.8195	-151.475	320.826	-2.72335	0.221961	-0.974944	0.0126957	70.9242	-0.0152477	-0.161085	-0.00299184	15	1	0	0	6	11345.2
My Team	Shanghai	5441	0	0	0	5391	1	98.832	-150.608	321.023	-2.73106	0.221961	-0.974944	0.0127262	70.9955	-0.0148419	-0.153464	-0.0030895	15	1	0	0	6	11356.5
My Team	Shanghai	5441	0	0	0	5392	1	98.8445	-149.741	321.221	-2.73877	0.221961	-0.974944	0.0127567	71.0667	-0.0144361	-0.145844	-0.00317358	15	1	0	0	6	11367.8
My Team	Shanghai	5441	0	0	0	5393	1	98.857	-148.874	321.418	-2.74649	0.221961	-0.974944	0.0127873	71.138	-0.0140302	-0.138224	-0.00323945	15	1	0	-0	6	11379
My Team	Shanghai	5441	0	0	0	5394	1	98.8695	-148.005	321.616	-2.75266	0.221953	-0.974944	0.0127949	71.1988	-0.0140269	-0.152359	-0.00237171	15	1	0	0	6	11379
My Team	Shanghai	5441	0	0	0	5395	1	98.882	-147.136	321.814	-2.75884	0.221946	-0.974944	0.0128025	71.2596	-0.0140235	-0.166495	-0.00150278	15	1	0	0	6	11379
My Team	Shanghai	5441	0	0	0	5396	1	98.8945	-146.267	322.012	-2.76502	0.221938	-0.974944	0.0128101	71.3205	-0.0140202	-0.18063	-0.000633177	15	1	0	0	6	11379
My Team	Shanghai	5441	0	0	0	5397	1	98.907	-145.397	322.21	-2.7712	0.221931	-0.974944	0.0128178	71.3813	-0.0140168	-0.194765	0.000236139	15	1	0	-0	6	11379
My Team	Shanghai	5441	0	0	0	5398	1	98.9237	-144.235	322.475	-2.77964	0.221921	-0.974966	0.0117293	71.4422	-0.0164129	-0.257868	0.00409105	15	1	0	0	6	11397.7
My Team	Shanghai	5441	0	0	0	5399	1	98.9403	-143.072	322.74	-2.78808	0.221911	-0.974986	0.0106408	71.5031	-0.018809	-0.32097	0.00797177	15	1	0	0	6	11416.3
My Team	Shanghai	5441	0	0	0	5400	1	98.957	-141.909	323.005	-2.79652	0.2219	-0.975005	0.00955229	71.5639	-0.021205	-0.384073	0.0111763	15	1	0	-0	6	11435
My Team	Shanghai	5441	0	0	0	5401	1	98.9697	-141.035	323.204	-2.80553	0.221892	-0.975005	0.00936155	71.6059	-0.0219844	-0.329318	0.00643382	15	1	0	0	6	11450.2
My Team	Shanghai	5441	0	0	0	5402	1	98.9825	-140.161	323.403	-2.81455	0.221885	-0.975005	0.00917081	71.6478	-0.0227638	-0.274563	0.00138366	15	1	0	0	6	11465.5
My Team	Shanghai	5441	0	0	0	5403	1	98.9953	-139.286	323.602	-2.82356	0.221877	-0.975005	0.00898007	71.6896	-0.0235432	-0.219808	-0.00361351	15	1	0	0	6	11480.8
My Team	Shanghai	5441	0	0	0	5404	1	99.008	-138.412	323.801	-2.83257	0.22187	-0.975005	0.00878933	71.7315	-0.0243225	-0.165053	-0.00847759	15	1	0	-0	6	11496
My Team	Shanghai	5441	0	0	0	5405	1	99.0247	-137.243	324.068	-2.84591	0.22187	-0.974996	0.00986766	71.8011	-0.0219808	-0.0685326	-0.0204602	15	1	0	0	6	11479
My Team	Shanghai	5441	0	0	0	5406	1	99.0413	-136.073	324.334	-2.85925	0.22187	-0.974986	0.010946	71.8706	-0.0196389	0.0279878	-0.0239584	15	1	0	0	6	11462
My Team	Shanghai	5441	0	0	0	5407	1	99.058	-134.904	324.6	-2.87258	0.22187	-0.974975	0.0120243	71.94	-0.0172971	0.124508	-0.0191513	15	1	0	-0	6	11445
My Team	Shanghai	5441	0	0	0	5408	1	99.0705	-134.026	324.8	-2.87706	0.221915	-0.97496	0.0125584	71.9026	-0.0136767	0.0804745	-0.0158336	15	1	0	0	6	11294.2
My Team	Shanghai	5441	0	0	0	5409	1	99.083	-133.149	325	-2.88154	0.221961	-0.974945	0.0130924	71.8651	-0.0100563	0.0364411	-0.01171	15	1	0	0	6	11143.5
My Team	Shanghai	5441	0	0	0	5410	1	99.0955	-132.272	325.2	-2.88602	0.222007	-0.97493	0.0136265	71.8277	-0.0064359	-0.00759227	-0.0072642	15	1	0	0	7	10992.8
My Team	Shanghai	5441	0	0	0	5411	1	99.108	-131.394	325.4	-2.8905	0.222053	-0.974914	0.0141606	71.7902	-0.0028155	-0.0516256	-0.00291951	15	1	0	-0	7	10842
My Team	Shanghai	5441	0	0	0	5412	1	99.1205	-130.518	325.599	-2.88956	0.222076	-0.974899	0.014565	71.854	-0.00218105	-0.064627	0.000935659	15	1	0	0	7	10639.2
My Team	Shanghai	5441	0	0	0	5413	1	99.133	-129.642	325.799	-2.88862	0.222099	-0.974884	0.0149693	71.9179	-0.00154661	-0.0776283	0.0054162	15	1	0	0	7	10436.5
My Team	Shanghai	5441	0	0	0	5414	1	99.1455	-128.765	325.999	-2.88767	0.222121	-0.974868	0.0153737	71.9817	-0.000912163	-0.0906296	0.00962192	15	1	0	0	7	10233.8
My Team	Shanghai	5441	0	0	0	5415	1	99.158	-127.889	326.198	-2.88673	0.222144	-0.974853	0.0157781	72.0455	-0.000277718	-0.103631	0.0121544	15	1	0	-0	7	10031
My Team	Shanghai	5441	0	0	0	5416	1	99.1747	-126.717	326.466	-2.88264	0.222154	-0.974853	0.0157476	72.1	-0.00169918	-0.144683	0.0117035	15	1	0	0	7	10043
My Team	Shanghai	5441	0	0	0	5417	1	99.1913	-125.544	326.733	-2.87856	0.222165	-0.974853	0.015717	72.1545	-0.00312064	-0.185735	0.0109848	15	1	0	0	7	10055
My Team	Shanghai	5441	0	0	0	5418	1	99.208	-124.372	327	-2.87447	0.222175	-0.974853	0.0156865	72.209	-0.0045421	-0.226787	0.00846335	15	1	0	-0	7	10067
My Team	Shanghai	5441	0	0	0	5419	1	99.2205	-123.489	327.202	-2.87231	0.222175	-0.974853	0.015656	72.2491	-0.00572517	-0.240538	0.00727495	15	1	0	0	7	10074.5
My Team	Shanghai	5441	0	0	0	5420	1	99.233	-122.607	327.403	-2.87015	0.222175	-0.974853	0.0156255	72.2893	-0.00690824	-0.254289	0.00601468	15	1	0	0	7	10082
My Team	Shanghai	5441	0	0	0	5421	1	99.2455	-121.725	327.604	-2.86799	0.222175	-0.974853	0.015595	72.3294	-0.00809131	-0.26804	0.00472121	15	1	0	0	7	10089.5
My Team	Shanghai	5441	0	0	0	5422	1	99.258	-120.843	327.805	-2.86584	0.222175	-0.974853	0.0155644	72.3696	-0.00927438	-0.281791	0.0034229	15	1	0	-0	7	10097
My Team	Shanghai	5441	0	0	0	5423	1	99.2747	-119.663	328.074	-2.86454	0.222185	-0.974853	0.0154729	72.4245	-0.00988836	-0.262604	0.00783755	15	1	0	0	7	10102
